smiles,label_p53ts,label_cell
Cc1cccc(-c2nc3c(c(SCc4ccccc4Cl)n2)Cc2c(CO)cnc(C)c2O3)c1,0,0
Cc1ccc(Cl)cc1N1CCN(C(=O)c2sc3nc4n(c(=O)c3c2C)CCC4)CC1,0,0
CC1(C)CC(=S)Nc2ccccc2S1,0,0
Nc1nnc(SCC(=O)Nc2ccc(Cl)cc2)s1,0,0
Cc1cc(C)cc(-n2c(C)cc(C(=O)C(=O)Nc3ccccc3F)c2C)c1,0,0
COC(=O)c1ccsc1NC(=O)CSc1nnnn1Cc1ccccc1,0,0
CCCCOC(=O)c1c(N)n(-c2ccc(OC)cc2OC)c2nc3ccccc3nc12,0,0
CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(CCOC)c1=NC(=O)C(C)(C)Oc1ccc(Cl)cc1,0,0
CCOC(=O)c1ccc(NC(=O)c2c(NCc3cc(OC)c(OC)cc3OC)sc3c2CCCC3)cc1,0,0
Cc1cccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3cnc4ccccc4n23)c1,0,0
O=S(=O)(c1cccc(Cl)c1)c1nnn2c1nc(NCc1ccc3c(c1)OCO3)c1sccc12,0,0
CCOC(=O)N1CCN(C(=O)CS(=O)(=O)c2cn(Cc3ccccc3C)c3ccccc23)CC1,0,0
Cc1ccc2onc(CNC(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)c2c1,0,0
Cc1ccc(C)c(N2CCN(C(=O)c3cc4c(=O)n(Cc5ccco5)ccc4nc3C)CC2)c1,0,0
Cc1ccc(CNC(=O)c2nn(-c3ccc(Cl)cc3)nc2CO)cc1,0,0
CN(C)/C=C/C=C1C(=O)CCCC1=O,0,0
Cc1cc(-c2ccc(C)c(S(=O)(=O)N3CCOc4ccc(Cl)cc43)c2)on1,0,0
CCc1ccc(NC(=O)CSc2nc3nc(C)cc(C)n3n2)cc1,0,0
Cc1cc(C)cc(NC(=O)CCC(=O)N2Cc3ccccc3Oc3ncccc32)c1,0,0
Cc1ccc(/C=C/c2onc(C)c2S(=O)(=O)N2CCC(C(=O)N3CCN(c4ccccc4F)CC3)CC2)cc1,0,0
CN(C)S(=O)(=O)N1CCC(N2CCN(Cc3ccc(F)cc3)C(=O)C2=O)CC1,0,0
CC1Cc2ccccc2N1c1nc(C2CC2)nc2c1nnn2Cc1ccccc1,0,0
Cn1c(SCC(=O)N2CCCc3ccccc32)nc2cccnc21,0,0
O=C(CSc1n[nH]c(-c2ccccc2)n1)N1CCN(c2ccccc2F)CC1,0,0
COc1ccc(-c2noc(CN(C(=O)c3cc(OC)c(OC)cc3OC)C(C)C)n2)cc1,0,0
COc1cccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2CCCN2CCOCC2)c1OC,0,0
COc1ccc(CC(=O)NCc2ccc3c(c2)CCN3C(=O)c2ccc(Cl)cc2)cc1,0,0
COC(=O)c1ccc(OCC2c3cc(OC)c(OC)cc3CCN2C(=O)Cc2ccccc2)cc1,0,0
COc1ccccc1CNC(=O)CCc1c(C)nc2c(c(C)nn2-c2ccc(C)c(C)c2)c1C,0,0
O=C(COC(=O)CSc1ccc2ccccc2c1)Nc1ccccc1OC(F)F,0,0
CCc1ccc(C(=O)NC2=NC(c3ccccc3F)CC(=O)N2)cc1,0,0
Cc1ccc(C(=O)Cn2cnc3ccccc3c2=O)cc1,0,0
Cc1c(Cl)cccc1NC(=O)Cn1nnc(-c2nc(-c3ccccc3)no2)c1N,0,0
O=C(NC1CCCC1)C(c1cccnc1)N(C(=O)c1csnn1)C1CCCC1,0,0
CCOC(=O)c1[nH]c2ccccc2c1NC(=O)C1CCCCC1,0,0
CNC(=O)c1ccc2c(c1)N=C(C)c1cc(C)ccc1S2,0,0
Cc1ccc(N2CC(NC(=O)c3cc4ccccc4o3)CC2=O)cc1,0,0
O=C(CSc1nc(-c2ccco2)cc(C(F)(F)F)n1)N1CCCc2ccccc21,0,0
CC(=O)N1CCc2cc(Br)cc(S(=O)(=O)CCC(=O)N3CCN(c4ccccc4Cl)CC3)c21,0,0
Cc1ccc(N2CC(C(=O)NCCS(=O)(=O)N3CCN(c4ccccc4)CC3)CC2=O)cc1,0,0
COc1cccc(-c2cc(C(=O)NCc3ccccc3)[nH]n2)c1,0,0
Cc1cc(OCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)ccc1C(C)C,0,0
CCOc1ccc(Cn2c(CNS(=O)(=O)c3c(C)cc(C)cc3C)nc3cccnc32)cc1,0,0
Cc1cccc(N2CCN(C(=O)c3cc4ccc5cccnc5c4[nH]3)CC2)c1C,0,0
CN(C)S(=O)(=O)N(CC(=O)Nc1ccc(Br)cc1F)c1ccccc1,0,0
CCC(C(=O)Nc1ccc(C(=O)OC)cc1)n1nc(-c2ccc(C)cc2)c2c(c1=O)CCCC2,0,0
Cc1cccc(-n2ncc(C(=O)N3CCC(C)CC3)c2C2CCN(C(=O)OC(C)(C)C)CC2)c1,0,0
Cc1ccc(OCC(=O)Nc2ccc(OCc3cc(=O)n4cccc(C)c4n3)cc2)cc1C,0,0
COc1ccc(S(=O)(=O)NCCSc2nnnn2-c2ccccc2)cc1OC,0,0
O=C(Cn1c(=O)nc(-c2ccccc2)c2ccccc21)Nc1cccc(C(F)(F)F)c1,0,0
Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCc4ccccc4C)nc(C)c3c2C)cc1,0,0
Cc1c(C(=O)N2CCCC2)oc2c1-c1nn(CC(=O)NCc3cccc(F)c3)cc1CC2,0,0
COc1ccccc1CNC(=O)C1CCCN(S(=O)(=O)c2ccc3c(c2)CCCN3C(C)=O)C1,0,0
CCN(C(=O)Cc1c(C(=O)O)c(C)cn1C)c1cccc(Cl)c1,0,0
CCc1cccc(NS(=O)(=O)c2c(C)nc3sc(CC)nn3c2=O)c1,0,0
COc1ccc(Nc2c3c(nc4nncn24)CCC3)cc1Cl,0,0
CC(C)(C)c1ccc(S(=O)(=O)NCc2nc3cccnc3n2Cc2ccccc2Cl)cc1,0,0
COCCCNC(=O)C1CCN(c2nnc(-n3cccc3CNc3ccc(C)cc3)s2)CC1,0,0
CCc1c(-c2ccccc2)nc2ccccc2c1C(=O)NCCc1ccccc1,0,0
Cc1ccccc1C(=O)Nc1cccc(OCc2cc(=O)n3cccc(C)c3n2)c1,0,0
COC(=O)c1ccc(NC(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)cc1,0,0
O=C(NCCc1ccccc1)c1ccc(Cl)nc1,0,0
CCOC(=O)c1ccc(NC(=O)c2c(NCc3cccs3)sc3c2CCCCC3)cc1,0,0
CC(C)C12CN3CC(C(C)C)(CN(C1)C3c1ccc(OCc3ccccc3)cc1)C2=O,0,0
CC(=O)N1CCCc2cc(S(=O)(=O)N(C)CC(=O)Nc3ccc(F)cc3Cl)ccc21,0,0
CC(=O)CC(C)(C)S(=O)(=O)c1ccc(NC(C)=O)cc1,0,0
CC(C)c1ccc(NC(=O)C2CCCN(S(=O)(=O)c3cccc4cccnc34)C2)cc1,0,0
CCC(C)NC(=O)CSc1nc2cc3c(cc2c(=O)n1Cc1ccc(C(=O)NCCc2ccc(OC)c(OC)c2)cc1)OCO3,0,0
O=C(CSCc1nc2cccnc2n1C1CCCCC1)NCc1cccc(Br)c1,0,0
COc1cc(C)ccc1OCCSc1nnc(-c2cccs2)o1,0,0
CCOc1ccc(C(=O)N(Cc2sccc2C)C2CCS(=O)(=O)C2)cc1,0,0
Cc1nn(-c2ccccc2)c2sc(C(=O)N3CCOCC3)cc12,0,0
O=C(Nc1cc(S(=O)(=O)N2CCCCC2)ccc1O)c1ccccc1NS(=O)(=O)c1ccc(F)c(F)c1,0,0
O=C1C(=O)N(CCN2CCOCC2)C(c2ccncc2)/C1=C(/O)c1ccc2c(c1)OCO2,0,0
CCN(c1ccccc1)c1nnc(NC(=O)Nc2cccc(Cl)c2C)s1,0,0
CC(=O)N1CCCC1c1nc2ccccc2n1Cc1ccc(F)cc1,0,0
Cc1cc(Br)cc2c(C(=O)OCC(=O)c3ccccc3)cc(-c3ccccc3)nc12,0,0
CCN(C(=O)CSc1nc(-c2ccc(C(C)C)cc2)no1)c1ccccc1,0,0
COc1cc(OC)cc(C(=O)Nc2ccccc2-c2nc3ccccc3s2)c1,0,0
Cc1ccccc1NC(=O)CCOc1ccccc1,0,0
Cc1sc2ncn(CC(=O)NCc3ccccn3)c(=O)c2c1S(=O)(=O)N1CCOCC1,0,0
CCc1ccc(Oc2cc(C)nc(N)n2)cc1,0,0
CCCCOc1cccc(C(=O)NNC(=S)NC2CCCCC2)c1,0,0
COc1cccc(C2c3c(oc4cc(C)cc(C)c4c3=O)C(=O)N2CCc2ccc(OC)c(OC)c2)c1,0,0
COc1ccc(C)cc1S(=O)(=O)NCC(c1cccs1)S(=O)(=O)c1ccc(C)cc1,0,0
COc1ccc2oc(=O)c(C(=O)NCCc3c(C)[nH]c4c(C)cccc34)cc2c1,0,0
Cc1cccc(NC(=O)Nc2nnc(N(C)C3CCCCC3)s2)c1C,0,0
CCOC(=O)c1cnc2ccc(C)cc2c1NCCc1ccc(OC)c(OC)c1,0,0
COc1ccc(-c2noc(-c3ccc(NCc4cccnc4)c([N+](=O)[O-])c3)n2)cc1OC,0,0
Cc1ccc(SCc2nc(-c3ccc(C(=O)NCCc4ccc(Cl)cc4)cc3)oc2C)cc1,0,0
Cc1ccc(CNC(=O)CCCCCn2c(=O)c3sccc3n(CC(=O)N(C)c3ccccc3)c2=O)cc1,0,0
COc1ccccc1NC(=O)CSC1=Nc2ccccc2C2=NC(CC(=O)NCc3ccccc3)C(=O)N12,0,0
CN(c1nnc(NC(=O)Nc2ccc(Br)cc2)s1)C1CCCCC1,0,0
Cc1cc(NC(=O)CCC(=O)N(c2ccccc2)C(C(=O)NC2CCCC2)c2ccccc2)no1,0,0
Cc1ccc(S(=O)(=O)N2CCCc3cc(NC(=O)c4ccc(Cl)cc4)ccc32)cc1,0,0
Cc1cccc(NC(=O)CSc2nc(-c3ccco3)cc(C(F)(F)F)n2)c1C,0,0
CCOC(=O)c1[nH]c(C)c(CCC(=O)NCc2ccc(OCC)cc2)c1C,0,0
O=C(Nc1ccc(F)c(F)c1)C1CCCN(S(=O)(=O)c2cccc3nonc23)C1,0,0
COc1ccc(NC(=O)C(NC(=O)C2CCC(C)CC2)C(C)C)cc1,0,0
O=C1C=C(Nc2ccc(O)cc2)CC(c2ccco2)C1,0,0
Cc1cccc(C)c1OCC(=O)Nc1ncn[nH]1,0,0
Cc1nc(CC(=O)Nc2ccc(N(C)C)cc2)cs1,0,0
COc1cc(CNCC(C)C)cc(Br)c1OCC(=O)Nc1ccccc1.Cl,0,0
CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccn2)CC1,0,0
c1ccc(CN2CCN(c3ncnc4c3cnn4-c3ccccc3)CC2)cc1,0,0
COCCCNC(=O)CSc1nc2cc3c(cc2c(=O)n1CCCCCC(=O)NCCc1ccc(OC)c(OC)c1)OCO3,0,0
CCCN(CCC)C(=O)CSc1nnc2cc(C)c3ccccc3n12,0,0
COC(=O)c1cc2c(cc1NC(=O)c1c(C)nn(-c3ccc(C)cc3)c1-n1cccc1)OCO2,0,0
CC1CCCC(NC(=O)Cc2ccc(Br)cc2)C1C,0,0
O=C(N/N=C/c1ccc(O)cc1)c1csc2c1CCCC2,0,0
CCc1cccc(NC(=O)Cn2c(=O)n(CCC(=O)NCC3CCCO3)c(=O)c3cc(OC)c(OC)cc32)c1,0,0
O=C(CS(=O)(=O)c1cccc2nsnc12)N1CCN(c2ccccc2)CC1,0,0
CCCNC(=O)C1CCN(c2cc(C)nc3c(-c4ccc(OC)c(OC)c4)c(C)nn23)CC1,0,0
COc1ccc(CNC(=O)c2c(C)nc3ccccn23)cc1,0,0
Cc1ccc(-n2ncc(C(=O)NCCN3CCN(C)CC3)c2C2CCN(C(=O)OC(C)(C)C)CC2)c(C)c1,0,0
C=CCN(CC=C)CC(=O)Nc1ccc(S(N)(=O)=O)cc1,0,0
Cc1ccc(-c2nnc(Nc3cccc(C(F)(F)F)c3)c3ccccc23)cc1S(=O)(=O)N1CCOCC1,0,0
Cc1ccc(C(=O)Nc2ccc(-n3c(C)nc4ccccc4c3=O)cc2)cc1[N+](=O)[O-],0,0
Cc1ccc(C)c(CN2C(=O)C(=O)c3ccccc32)c1,0,0
CCc1c(C)sc2c1CCN(C(=O)Nc1ccccc1C(=O)OC)C2c1ccc(F)cc1,0,0
COc1cc(OC)c(NC(=O)CCNS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)cc1Cl,0,0
COc1ccc(Cn2nnc(C(=O)Nc3cc(OC)ccc3OC)c2N)cc1,0,0
Cc1ccc(/C=C/C(=O)Nc2ccc(Cl)cc2Cl)cc1,0,0
COc1ccc(-c2[nH]c3c(c2-c2c(-n4cccc4)n(C)c(=O)[nH]c2=O)c(=O)[nH]c(=O)n3C)cc1F,0,0
CC(=O)NCCNc1nc2c(-c3ccc(C)cc3)nnn2c2ccccc12,0,0
COc1ccc(/C=C/C(=O)Nc2ccc3nc(N4CCC(C)CC4)cc(C)c3c2)cc1OC,0,0
Cc1cc(C)cc(OCCSc2nc(-c3cccs3)nc3cc(=O)[nH]n23)c1,0,0
COc1ccc(OC)c(NC(=O)Cn2c(CCC(=O)O)ccc2-c2ccccc2)c1,0,0
Cc1ccc(C(=O)OCc2cc(=O)n3nc(CC(C)C)sc3n2)cc1,0,0
Cc1cccn2c(=O)c(C(=O)NCCc3ccc(Cl)cc3)cnc12,0,0
CCN(CC)CCSc1c(C(C)C)cnc2c1c(=O)n(C)c(=O)n2C,0,0
Cc1nc(-n2nc(C)c(Cc3ccc4c(c3)OCO4)c2C)sc1C(=O)Nc1cccc(Cl)c1,0,0
COc1cc(/C=C/c2nc3ccccc3c(=O)n2-c2ccc(Br)c(C)c2)ccc1O,0,0
CC1Cc2ccccc2N1C(=O)CSc1nnc(-c2cccc(Cl)c2)o1,0,0
Cc1cccc(C(=O)Nc2ccc(-c3nc4ncccc4o3)cc2C)c1,0,0
CC(=O)c1ccc(NC(=O)C2=CC(c3cccs3)=NS(=O)(=O)N2C)cc1,0,0
Cc1cccc(Nc2nc(N)c([N+](=O)[O-])c(N3CCN(C)CC3)n2)c1,0,0
COc1ccc2c(c1)c1c(c(=O)n(CCc3ccccc3)c(=O)n1Cc1ccc(F)cc1)n2C,0,0
COc1cccc(C(=O)NCC(c2ccc3c(c2)OCO3)N2CCOCC2)c1,0,0
CC1=C(c2ccc(C)c(C)c2)S(=O)(=O)N=C1N1CCC(C(=O)NCc2ccc(N(C)C)cc2)CC1,0,0
Cc1ccc(C2=NN(CCC(=O)NCCc3cccc(C)c3)C(=O)CC2)cc1,0,0
COc1ccc(-c2nc(C)c(CCNS(=O)(=O)c3cc(Cl)ccc3Cl)s2)cc1,0,0
N#Cc1cc2c(nc1SCC(=O)Nc1cccc(C(F)(F)F)c1)C1CCN2CC1,0,0
CCOC(=O)c1c(NC(=O)c2cc(=O)c3cc(C)ccc3o2)sc2c1CCCC2,0,0
CCOc1ccccc1C(=O)N(Cc1sccc1C)C1CCS(=O)(=O)C1,0,0
COc1ccccc1N1CCN(S(=O)(=O)c2c(C)sc3ncn(CC(=O)N(C)c4ccc(C(C)C)cc4)c(=O)c23)CC1,0,0
O=c1cc(N2CCN(c3ccc(F)cc3)CC2)[nH]c(=O)n1-c1cccc(Br)c1,0,0
O=C(Nc1sc2c(c1C(=O)N1CCCCC1)CCCC2)c1ccccc1Cl,0,0
CCCC(=O)N1CCc2cc(OC)c(OC)cc2C1COc1ccc(C(=O)OC)cc1,0,0
CCN(CC)C(=O)c1sc2c(c1C)c(=O)n(-c1ccc(Cl)c(Cl)c1)c(=O)n2Cc1ccccc1C#N,0,0
Cc1cccn2c(=O)cc(CSc3nnc(NC(=O)COc4ccccc4)s3)nc12,0,0
COc1cc(NS(=O)(=O)c2ccccc2)ccc1-n1nc(C)cc1C,0,0
O=S(=O)(c1ccccc1)c1nc(-c2ccc(Cl)cc2Cl)oc1N1CCCCCC1,0,0
Cc1ccc(NC(=O)Cn2c(=O)n(Cc3ccc4c(c3)OCO4)c(=O)c3ccccc32)cc1,0,0
COc1ccc(CN2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)c(OC)c1OC,0,0
CCOC(=O)c1cccc(NC(=O)c2ccc3nc(C(C)C)oc3c2)c1,0,0
Cc1nc2cccnc2n1C1CCN(C(=O)Nc2ccccc2)CC1,0,0
CC(=O)c1ccc(NC(=O)c2nc(-c3ccccc3)n(-c3ccc(C)cc3)n2)cc1,0,0
O=C(CN1C(=O)CCc2cc(S(=O)(=O)N3CCOCC3)ccc21)NCc1ccccc1Cl,0,0
COc1ccccc1-c1noc(-c2ccc(N3CCN(c4ccccc4)CC3)c([N+](=O)[O-])c2)n1,0,0
Cc1ccc(C2=NN(CC(=O)NCCc3ccc(Cl)cc3)C(=O)CC2)cc1,0,0
CCc1ccc(CNC(=O)CN2CCSc3ccccc32)cc1,0,0
CCOC(=O)/C=C1\SCC(=O)N1Cc1ccc(Br)cc1,0,0
CCC(C)NC(=O)Cn1ncc2c(C)n(Cc3ccc(F)cc3)c(C)c2c1=O,0,0
Cc1ccc(C)c(NC(=O)Cn2cc(C(=O)c3cccs3)c3ccccc32)c1,0,0
O=C(Nc1cccc(Br)c1)N1CCN2CCCCC2C1,0,0
CCCCOc1ccc(CSC(CC(=O)O)C(=O)O)cc1,0,0
CC(C)N(C(=O)Cn1cc(S(=O)(=O)Cc2ccc(Cl)cc2)c2ccccc21)C(C)C,0,0
CCc1c(C)c(C#N)c2nc3ccccc3n2c1Nc1cccc(C(F)(F)F)c1,0,0
CCOC(=O)c1[nH]c(C)c(CCC(=O)Nc2ccc(N(CC)CC)cc2C)c1C,0,0
CC1=C(C(=O)OC2CCCC2)C(c2cccc(Cl)c2Cl)CC(=O)N1,0,0
Cc1ccc(NC(=O)CCCN2C(=O)COc3ccc(C)cc32)c(C)c1,0,0
COc1c2c(nc3occc13)C(CC=C(C)C)(OC)C(OC(C)=O)CC2,0,0
COc1ccc(-n2c(SCc3nc(-c4ccc(C)cc4)no3)nnc2-c2ccncc2)cc1,0,0
O=C(CS(=O)(=O)c1cccc2nsnc12)N1CCN(c2cccc(Cl)c2)CC1,0,0
O=C(CSc1nc(-c2ccccc2)nc2c1CCCC2)c1ccc(Cl)cc1,0,0
Cc1cn2c(=O)cc(COC(=O)c3cccc(NC(=O)c4ccccc4Cl)c3)nc2s1,0,0
CC(=O)NCc1nc2cccnc2n1Cc1ccccc1,0,0
CCc1ccccc1Nc1sc(C(=O)c2cccc(OC)c2)c(N)c1S(=O)(=O)c1ccccc1,0,0
COCC(=O)n1cc(C(=O)OC)c2ccccc21,0,0
c1ccc(CCn2c(SCc3ccccc3)nnc2-c2ccncc2)cc1,0,0
Cn1cc(C(=O)O)c(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc21,0,0
Cc1ccc(CNC(=O)C(=O)NCC(c2ccc3c(c2)OCO3)N2CCOCC2)cc1,0,0
COC(=O)c1scc(-c2ccc(C)cc2)c1S(=O)(=O)N1CCN(c2ccc(F)cc2)CC1,0,0
COc1ccc(OCC(=O)N2CCN(Cc3ccc(SC)cc3)CC2)cc1,0,0
Cc1nc2ccn(Cc3ccccc3)c(=O)c2cc1C(=O)Nc1ccc(F)cc1Cl,0,0
COC(=O)C1=C(C)C(c2cccs2)NC(=O)N1C,0,0
CCN(Cc1ccccc1)C(=O)c1cn(-c2cccc(OC)c2)c(=O)c2ccccc12,0,0
COc1ccc(C2=Nc3nc(-c4ccccc4)cn3C(c3ccc(OC)cc3)C2)cc1,0,0
COC(=O)c1cc2sc(Cl)cc2n1CC(=O)Nc1cc(OC)cc(OC)c1,0,0
CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)c2cc3c(=O)n4ccccc4nc3s2)c1,0,0
CCc1cccc(NC(=O)CCn2nc(C)cc2C)c1,0,0
Cc1cc(C)c2oc(C(=O)Nc3ccc(S(=O)(=O)N4CCCCC4)cc3)cc(=O)c2c1,0,0
COc1cc(NC(=O)C2CCN(S(=O)(=O)Cc3ccccc3)CC2)c(OC)cc1Cl,0,0
CCc1cc2c(cc3c(=O)n(CC(=O)N4CCN(c5cc(Cl)ccc5C)CC4)nc(CC)n32)s1,0,0
Cc1ccc(OCC(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)cc1,0,0
O=C(NCc1ccc(Cl)cc1)C(=O)NCC(c1ccco1)S(=O)(=O)c1cccs1,0,0
Cc1ccc(Cl)cc1NC(=O)C1CCCN(S(=O)(=O)c2cccc3cccnc23)C1,0,0
CCCC(=O)Nc1ccc2oc(-c3ccc(O)c(Br)c3)nc2c1,0,0
COc1cc[n+](OC(=O)N2CCCCC2)c(C)c1.c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0,0
CCCCOc1ccc(S(=O)(=O)Nc2ccc(-c3ccc(N4CCCCCC4)nn3)cc2)cc1,0,0
O=C1CC(N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)C(=O)N1CCc1ccccc1,0,0
CCCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(C)cc2)c(NCc2ccco2)s1,0,0
COc1ccccc1C(=O)Nc1cc2cc(Br)ccc2oc1=O,0,0
CCOc1ccc(NC(=O)CCCOc2cc(=O)n(C)c3ccccc23)cc1,0,0
Cc1cccc(-n2ncc(C(=O)NCc3ccc4c(c3)OCO4)c2C2CCN(C(=O)OC(C)(C)C)CC2)c1,0,0
Cc1noc(C)c1S(=O)(=O)N(CC(=O)NCc1ccccc1Cl)c1ccc(C(C)C)cc1,0,0
Cc1ccc(N2C(=O)CSC23C(=O)Nc2ccccc23)cc1F,0,0
Cc1nn2c(=O)cc(COC(=O)CNC(=O)c3ccc(F)cc3)nc2s1,0,0
COc1ccccc1NC(=O)c1sc2ncn(Cc3ccccc3Cl)c(=O)c2c1C,0,0
CCc1c(C)nc2ncnn2c1Nc1ccc(C)c(C)c1,0,0
O=C(Nc1c(C(=O)N2CCN(c3ccccc3F)CC2)oc2ccccc12)c1cccc(F)c1,0,0
Brc1ccc(-c2csc(-c3nc(-c4ccc(Br)s4)cs3)n2)cc1,0,0
COc1cccc(Nc2cc(C)nc3ccccc23)c1,0,0
COc1ccccc1NC(=O)C1CCCN(c2nnc(C)c3c(C)n(-c4ccccc4)nc23)C1,0,0
COc1ccc(CCNC(=O)CCCn2c(=O)c3ccccc3n(CC(=O)Nc3cccc(C)c3)c2=O)cc1OC,0,0
CSc1nnc2c(n1)OC(c1cccc(O)c1Cl)Nc1ccccc1-2,0,0
COC(=O)c1ccccc1NS(=O)(=O)c1cc2c3c(c1)CC(=O)N3CCC2,0,0
CS(=O)(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1.O=C(O)C(=O)O,0,0
CCCN1C(=O)c2[nH]nc(-c3ccccc3)c2C1c1cccc(O)c1,0,0
CN(C)c1ccc(-c2nc(-c3ccco3)no2)cc1[N+](=O)[O-],0,0
O=c1c2c3c(sc2nnn1Cc1ccc(Br)cc1)CCCC3,0,0
Cc1ccc(S(=O)(=O)CCSc2nc(C)cc(C(F)(F)F)c2C#N)cc1,0,0
Clc1cc2c(c(Cn3cnc4ccccc43)c1)OCOC2,0,0
O=C(Nc1sc2c(c1C(=O)Nc1ccccc1Cl)CCCC2)c1ccccc1F,0,0
CCOc1ccc2nc(Cl)c(C3CC(c4ccccc4)=NN3C(=O)CCC(=O)O)cc2c1,0,0
CCOC(=O)c1ccc(N2CCN(c3cc(Cl)ccc3C)CC2)c(NC(=O)Nc2ccc(OCC)cc2)c1,0,0
Cc1cccc(NC(=O)CSc2nc3ccccc3nc2N2CCCCC2)c1C,0,0
COc1cc(OC)c(OC)cc1CN1CCc2nc(Nc3ccc4c(c3)OCCO4)ncc2C1,0,0
O=c1c2c(-c3ccc([N+](=O)[O-])cc3)csc2nc2n1CCC2,0,0
O=C1NC2c3ccccc3C(=O)N2c2c1cnn2-c1ccccc1,0,0
Cc1cc(C)c(NC(=O)CSc2nncn3c2cc2oc(C)cc23)c(C)c1,0,0
CCCCOc1ccc(-c2cc3c(=O)n(CC(=O)Nc4ccc(Cl)cc4Cl)ccn3n2)cc1,0,0
COc1ccc2c(c1)c1c(c(=O)n(-c3ccccc3C)c(=O)n1Cc1ccccc1C)n2C,0,0
COc1ccc(-n2c3c(c(=O)[nH]c2=O)C(NC(=O)c2ccccc2Cl)(C(F)(F)F)C(=O)N3)cc1,0,0
O=C(c1sc(N2CCOCC2)nc1-c1ccccc1)N1CCCCC1,0,0
CCCOc1cccc(C2c3c(oc4ccc(F)cc4c3=O)C(=O)N2c2nc(C)c(C(C)=O)s2)c1,0,0
Cn1c(=O)c2c(-c3ccccc3Br)n(C(C)(C)C)cc2n(C)c1=O,0,0
C=CCc1cccc2cc(C(=O)Nc3ccc(F)cc3)c(=O)oc12,0,0
CC(Oc1ccc(F)cc1)C(=O)NCC1(N(C)C)CCCCC1,0,0
Cc1cc(C)cc(NC(=O)Cc2csc(C)n2)c1,0,0
CCc1nn(CC(=O)N(CC)Cc2ccccc2)c(=O)c2cc3occc3n12,0,0
COC(=O)c1c(N)n(-c2cc(Cl)cc(Cl)c2)c2nc3ccccc3nc12,0,0
CCc1sc(Nc2cccc(C)c2C)nc1-c1cc2cccc(OC)c2oc1=O,0,0
CCN(CC)c1ccc(NC(=O)CN2CCN(CC(=O)Nc3ccccc3OC)CC2)cc1,0,0
Cc1ccc(CNc2nc3ccc(C)cc3n3nnnc23)cc1,0,0
CCc1nnc(NC(=O)CN2CCN(c3cccc(OC)c3)CC2)s1,0,0
COc1ccc(-n2ncc(C(=O)N3CCN(c4ccccn4)CC3)c2C2CCN(C(=O)OC(C)(C)C)CC2)cc1,0,0
O=C1C2C3C=CC(C3)C2C(=O)N1c1ccc2ccccc2n1,0,0
O=C(NCCN1CCOCC1)c1cc(-c2ccco2)on1,0,0
COc1ccccc1N1CCN(C(=O)CSc2nc3ccccc3nc2Cc2ccc(C)cc2)CC1,0,0
Cc1ccc(C)c(N2C(=O)N(Cc3ccccc3C)c3ccccc3S2(=O)=O)c1,0,0
Cc1cc(C)cc(NC(=O)CN(c2cc(C(F)(F)F)ccc2Cl)S(=O)(=O)c2ccccc2)c1,0,0
CCN1CCN(c2oc(-c3ccc(COc4ccccc4C)o3)nc2C#N)CC1,0,0
O=C(CS(=O)(=O)c1cccc2nsnc12)Nc1ccccc1Cl,0,0
Cn1c(NCCCO)nc2c1c(=O)n(Cc1cccc(F)c1)c(=O)n2C,0,0
CCc1ccc(S(=O)(=O)c2cn(C)c3cc(F)c(F)cc3c2=O)cc1,0,0
Cc1ccc(NC(=O)C(CC(C)C)NS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)c(C)c1,0,0
COc1cc(NC(=O)CSc2ccccc2)c(C(=O)O)cc1OC,0,0
O=C(NCc1ccco1)c1ccc(COc2cccc3ccccc23)cc1,0,0
Cc1nc(-c2ccccc2)sc1CCNC(=O)C(=O)Nc1ccc2c(c1)OCO2,0,0
CCCOc1ccc(C(=O)Nc2ccc3oc(-c4ccncc4)nc3c2)cc1,0,0
Cc1cc(C)cc(OCCn2c(C3CC(=O)N(c4ccccc4Cl)C3)nc3ccccc32)c1,0,0
CCCCN1CC(c2nc3ccccc3n2CCCCOc2ccc(C)c(C)c2)CC1=O,0,0
COC(=O)c1c(NC(=O)c2ccco2)sc(C(=O)N(C)C)c1C,0,0
CCOc1ccc(CNC(=O)c2cc3c(=O)n(C)c4ccccc4c3s2)cc1,0,0
